,pdb id,unfiltered lig,metal,covalent lig,lig,lig filtered,lig num,res,res lig,res site frac,res filtered,res filtered lig,res num,lig (type),lig num (type),lig (mass),lig num (mass),rna frac,ribosomal rna,viral rna,ribozyme,riboswitch,aptamer,primer complex,splicing-related,other structure,type num,elements,elements out,size dim1,size dim2,size dim3,size
952,4YHH,"['MG', 'T1C', 'ZN']","['MG', 'ZN']",[],['T1C'],['T1C'],1,[1601],['T1C'],[0.9748427672955975],[1601],['T1C'],1,['T1C'],1.0,['T1C'],1,0.6279344770766696,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],487.3285,264.01706,139.05789,487.3285
956,7E9I,"['HOH', 'J0C', 'SO4']",['SO4'],[],"['HOH', 'J0C']",['J0C'],1,[101],['J0C'],[1.0],[101],['J0C'],1,['J0C'],1.0,['J0C'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],53.5805,57.964947,48.70149,57.964947
957,6DLQ,"['CCC', 'GTP', 'HOH', 'K', 'MN', 'NA', 'PRP']","['MN', 'NA', 'K']","['GTP', 'CCC']","['HOH', 'PRP']",['PRP'],1,[201],['PRP'],[1.0],[201],['PRP'],1,['PRP'],1.0,['PRP'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],42.647133,78.94012,67.14124,78.94012
963,3E5C,"['GTP', 'HOH', 'SAM', 'SR']",['SR'],['GTP'],"['HOH', 'SAM']",['SAM'],1,[216],['SAM'],[0.9296875],[216],['SAM'],1,['SAM'],1.0,['SAM'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],44.801033,40.963837,31.648659,44.801033
968,4X66,"['0TD', '12A', '2MG', '4OC', '5MC', '6MZ', '70U', '7MG', 'HOH', 'K', 'M2G', 'MA6', 'MG', 'PAR', 'PSU', 'UR3', 'ZN']","['MG', 'K', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU', '0TD', '0TD', '6MZ', '6MZ', '70U', '70U', '12A', '12A', 'PSU', 'PSU']","['HOH', 'PAR']",['PAR'],1,"[1601, 1602, 1603, 1604, 1605, 1606]","['PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR']","[0.9285714285714286, 0.8811475409836066, 1.0, 0.7991360691144709, 0.7620087336244541, 0.9741176470588235]","[1601, 1602, 1603, 1604, 1605, 1606]","['PAR', 'PAR', 'PAR', 'PAR', 'PAR', 'PAR']",6,['PAR'],1.0,['PAR'],1,0.6294838484507698,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],297.54916,181.73819,141.09212,297.54916
969,6N5Q,"['2BA', 'GTP', 'HOH', 'K', 'MG', 'SO4']","['MG', 'K', 'SO4']",['GTP'],"['2BA', 'HOH']",['2BA'],1,"[201, 202]","['2BA', '2BA']","[1.0, 1.0]","[201, 202]","['2BA', '2BA']",2,['2BA'],1.0,['2BA'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],91.0133,53.328865,58.920547,91.0133
970,6YMJ,"['ADN', 'CBV', 'HOH', 'MG', 'NA']","['NA', 'MG']","['CBV', 'CBV', 'CBV', 'CBV', 'CBV', 'CBV', 'CBV', 'CBV', 'CBV', 'CBV']","['ADN', 'HOH']",['ADN'],1,"[201, 202, 101, 102]","['ADN', 'ADN', 'ADN', 'ADN']","[1.0, 1.0, 1.0, 1.0]","[201, 202, 101, 102]","['ADN', 'ADN', 'ADN', 'ADN']",4,['ADN'],1.0,['ADN'],1,1.0,0,0,0,1,0,0,0,0,1,['BR' 'C' 'N' 'O' 'P'],['BR'],76.91422,86.79127,39.134716,86.79127
976,3V7E,"['HOH', 'MG', 'NCO', 'SAM']",['MG'],[],"['HOH', 'NCO', 'SAM']",['SAM'],1,"[913, 407]","['SAM', 'SAM']","[0.9395973154362416, 0.9394618834080718]","[913, 407]","['SAM', 'SAM']",2,['SAM'],1.0,['SAM'],1,0.8481212503946953,1,0,0,1,0,0,0,0,2,['C' 'N' 'O' 'P'],[],78.410286,60.567432,106.6043,106.6043
977,5WNQ,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'M2G', 'MA6', 'MG', 'PSU', 'UR3', 'ZN']","['MG', 'ZN']","['5MC', 'PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'MA6']",['MA6'],1,"[1518, 1519]","['MA6', 'MA6']","[1.0, 1.0]","[1518, 1519]","['MA6', 'MA6']",2,['MA6'],1.0,['MA6'],1,0.6279423523217037,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],297.29135,180.92508,140.20271,297.29135
978,6WYV,"['004', '1MG', '2MA', '2MG', '3TD', '5MC', '5MU', '6MZ', 'DBB', 'G7M', 'MEA', 'MHV', 'MHW', 'O7S', 'OMC', 'OMG', 'OMU', 'PSU']",[],"['1MG', '1MG', 'PSU', '5MU', 'PSU', '5MU', 'PSU', 'PSU', '6MZ', '6MZ', '2MG', '2MG', 'PSU', 'PSU', 'PSU', '3TD', '3TD', 'PSU', 'PSU', '5MU', '5MU', '5MC', '5MC', 'G7M', 'G7M', 'OMG', 'OMG', '2MG', '2MG', '2MG', 'PSU', 'PSU', 'OMC', 'OMC', '2MA', '2MA', 'PSU', 'PSU', 'OMU', 'OMU', 'PSU', 'PSU', 'PSU', 'PSU', 'MHW', 'DBB', '004', 'DBB', 'MEA', 'MEA', 'MHV', '004', 'MHV']",['O7S'],['O7S'],1,[3001],['O7S'],[0.9227871939736346],[3001],['O7S'],1,['O7S'],1.0,['O7S'],1,0.8971056157195489,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],391.9024,364.3566,372.67847,391.9024
980,2HOP,"['218', 'CA', 'MG']","['MG', 'CA']",[],['218'],['218'],1,[92],['218'],[1.0],[92],['218'],1,['218'],1.0,['218'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],34.963467,34.65331,103.50793,103.50793
982,4LFB,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'K', 'M2G', 'MA6', 'MG', 'NMY', 'PSU', 'UR3', 'ZN']","['MG', 'K', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'NMY']",['NMY'],1,"[1824, 1822, 1823]","['NMY', 'NMY', 'NMY']","[1.0, 0.9427207637231504, 0.8254545454545454]","[1824, 1822, 1823]","['NMY', 'NMY', 'NMY']",3,['NMY'],1.0,['NMY'],1,0.6271255770466897,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],299.35654,183.67677,141.60733,299.35654
983,6U6J,"['EQ4', 'GDP', 'HOH', 'LCC', 'LCG']",[],"['LCC', 'LCC', 'LCC', 'LCG', 'LCG', 'GDP', 'LCC', 'LCC', 'LCC', 'LCG', 'LCG', 'GDP']","['EQ4', 'HOH']",['EQ4'],1,[101],['EQ4'],[1.0],[101],['EQ4'],1,['EQ4'],1.0,['EQ4'],1,1.0,0,0,0,0,0,0,0,1,1,['C' 'N' 'O' 'P'],[],21.427084,97.07629,46.675297,97.07629
986,4LF9,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'K', 'LLL', 'M2G', 'MA6', 'MG', 'PSU', 'UR3', 'ZN']","['MG', 'K', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'LLL']",['LLL'],1,[1743],['LLL'],[0.9618528610354223],[1743],['LLL'],1,['LLL'],1.0,['LLL'],1,0.6271255770466897,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],299.1035,182.96532,141.06946,299.1035
987,2QWY,"['CS', 'HOH', 'MG', 'PO4', 'SAM']","['PO4', 'CS', 'MG']",[],"['HOH', 'SAM']",['SAM'],1,"[100, 500, 300]","['SAM', 'SAM', 'SAM']","[0.9372093023255814, 0.9369158878504673, 0.9361702127659575]","[100, 500, 300]","['SAM', 'SAM', 'SAM']",3,['SAM'],1.0,['SAM'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],55.255905,44.724594,110.5395,110.5395
993,6CAQ,"['0TD', '2MG', '4OC', '5MC', 'EUS', 'G7M', 'HOH', 'M2G', 'MA6', 'MG', 'PSU', 'UR3', 'ZN']","['MG', 'ZN']","['PSU', 'PSU', 'G7M', 'G7M', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['EUS', 'HOH', 'MA6']",['EUS' 'MA6'],2,"[1809, 1518, 1519]","['EUS', 'MA6', 'MA6']","[0.9664082687338501, 1.0, 1.0]","[1809, 1518, 1519]","['EUS', 'MA6', 'MA6']",3,"['EUS', 'MA6']",2.0,"['EUS', 'MA6']",2,0.6310792257266065,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],298.43127,182.53477,140.45578,298.43127
998,6TFG,"['HOH', 'MG', 'NA', 'PPS']","['MG', 'NA']",[],"['HOH', 'PPS']",['PPS'],1,[112],['PPS'],[1.0],[112],['PPS'],1,['PPS'],1.0,['PPS'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],37.697388,30.319712,58.972507,58.972507
1001,7KVT,"['2ZY', 'GTP', 'HOH', 'IRI', 'MG']","['IRI', 'MG']",['GTP'],"['2ZY', 'HOH']",['2ZY'],1,[101],['2ZY'],[1.0],[101],['2ZY'],1,['2ZY'],1.0,['2ZY'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],120.41985,41.05924,89.95961,120.41985
1002,1IBK,"['MG', 'PAR', 'ZN']","['MG', 'ZN']",[],['PAR'],['PAR'],1,[1545],['PAR'],[0.9411764705882353],[1545],['PAR'],1,['PAR'],1.0,['PAR'],1,0.6281736440104418,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],298.57437,181.89397,140.96498,298.57437
1004,6N5S,"['2BA', 'GTP', 'HOH', 'K', 'MG', 'SO4']","['MG', 'K', 'SO4']",['GTP'],"['2BA', 'HOH']",['2BA'],1,"[202, 203]","['2BA', '2BA']","[1.0, 1.0]","[202, 203]","['2BA', '2BA']",2,['2BA'],1.0,['2BA'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],86.99726,53.30173,59.065197,86.99726
1009,5BTP,"['AMZ', 'HOH', 'K', 'MG']","['MG', 'K']",[],"['AMZ', 'HOH']",['AMZ'],1,"[106, 108]","['AMZ', 'AMZ']","[1.0, 1.0]","[106, 108]","['AMZ', 'AMZ']",2,['AMZ'],1.0,['AMZ'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],50.467365,70.97633,74.252556,74.252556
1010,6DLS,"['CCC', 'GTP', 'HOH', 'MG', 'PRP', 'TL']","['TL', 'MG']","['GTP', 'CCC']","['HOH', 'PRP']",['PRP'],1,[201],['PRP'],[1.0],[201],['PRP'],1,['PRP'],1.0,['PRP'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],42.54862,80.180435,68.02667,80.180435
1011,2FCY,"['5BU', 'CL', 'HOH', 'K', 'NMY', 'SO4']","['K', 'CL', 'SO4']","['5BU', '5BU', '5BU', '5BU']","['HOH', 'NMY']",['NMY'],1,"[1001, 2001]","['NMY', 'NMY']","[1.0, 1.0]","[1001, 2001]","['NMY', 'NMY']",2,['NMY'],1.0,['NMY'],1,1.0,1,0,0,0,0,0,0,0,1,['BR' 'C' 'N' 'O' 'P'],['BR'],26.969528,144.77184,29.60007,144.77184
1012,6P2H,"['GNG', 'GTP', 'HOH', 'MG', 'NCO']",['MG'],"['GTP', 'NCO', 'NCO']","['GNG', 'HOH']",['GNG'],1,[101],['GNG'],[1.0],[101],['GNG'],1,['GNG'],1.0,['GNG'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'CO' 'N' 'O' 'P'],['CO'],281.05664,165.96275,27.170732,281.05664
1013,6WZR,"['HOH', 'K', 'MG', 'UG1']","['MG', 'K']",[],"['HOH', 'UG1']",['UG1'],1,"[106, 103]","['UG1', 'UG1']","[1.0, 1.0]","[106, 103]","['UG1', 'UG1']",2,['UG1'],1.0,['UG1'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],74.65783,48.797413,37.820744,74.65783
1015,6CAS,"['0TD', '2MG', '4OC', '5MC', 'EUS', 'G7M', 'HOH', 'M2G', 'MA6', 'MG', 'PSU', 'UR3', 'ZN']","['MG', 'ZN']","['PSU', 'PSU', 'G7M', 'G7M', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['EUS', 'HOH']",['EUS'],1,[1814],['EUS'],[0.9665871121718377],[1814],['EUS'],1,['EUS'],1.0,['EUS'],1,0.6310792257266065,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],197.82277,563.10205,148.81401,563.10205
1018,4JI1,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'M2G', 'MA6', 'MG', 'PSU', 'SRY', 'UR3', 'ZN']","['MG', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'SRY']",['SRY'],1,[1601],['SRY'],[0.8491879350348028],[1601],['SRY'],1,['SRY'],1.0,['SRY'],1,0.6269519841115309,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],297.3073,183.14993,138.45898,297.3073
1021,3SKW,"['CCC', 'CS', 'GNG', 'GTP', 'HOH', 'MG']","['CS', 'MG']","['GTP', 'CCC', 'GTP', 'CCC']","['GNG', 'HOH']",['GNG'],1,[120],['GNG'],[1.0],[120],['GNG'],1,['GNG'],1.0,['GNG'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],53.247215,32.177567,72.11851,72.11851
1030,7EOI,"['HOH', 'J8F', 'MG', 'MN']","['MN', 'MG']",[],"['HOH', 'J8F']",['J8F'],1,[101],['J8F'],[1.0],[101],['J8F'],1,['J8F'],1.0,['J8F'],1,1.0,0,0,0,0,1,0,0,0,1,['C' 'N' 'O' 'P'],[],31.839817,32.55321,35.846,35.846
1035,2OE8,"['AM2', 'HOH']",[],[],"['AM2', 'HOH']",['AM2'],1,[101],['AM2'],[1.0],[101],['AM2'],1,['AM2'],1.0,['AM2'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],31.870169,19.921736,70.7704,70.7704
1038,4JV5,"['I', 'MG', 'PSU', 'ZN']","['MG', 'ZN']",['PSU'],['I'],['I'],1,[34],['I'],[0.9935691318327974],[34],['I'],1,['I'],1.0,['I'],1,0.6313577295337987,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],150.95381,196.52126,142.00706,196.52126
1039,6CK4,"['G4P', 'GTP', 'HOH', 'K', 'MG', 'MPD']","['MG', 'K']",[],"['G4P', 'GTP', 'HOH', 'MPD']",['G4P'],1,"[208, 211, 214]","['G4P', 'G4P', 'G4P']","[1.0, 1.0, 1.0]","[208, 211, 214]","['G4P', 'G4P', 'G4P']",3,['G4P'],1.0,"['G4P', 'GTP']",2,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],59.323597,50.971165,153.49239,153.49239
1044,4LF4,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'K', 'LLL', 'M2G', 'MG', 'PSU', 'UR3', 'ZN']","['MG', 'K', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'LLL']",['LLL'],1,[1749],['LLL'],[0.9668508287292817],[1749],['LLL'],1,['LLL'],1.0,['LLL'],1,0.6276043186460462,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],297.9141,182.60042,140.95058,297.9141
1049,7EOL,"['GTP', 'HOH', 'J8O', 'MG']",['MG'],['GTP'],"['HOH', 'J8O']",['J8O'],1,[107],['J8O'],[1.0],[107],['J8O'],1,['J8O'],1.0,['J8O'],1,1.0,0,0,0,0,1,0,0,0,1,['C' 'N' 'O' 'P'],[],57.30363,44.049713,36.64693,57.30363
1052,2G5K,"['AM2', 'HOH', 'MG', 'NCO']",['MG'],[],"['AM2', 'HOH', 'NCO']",['AM2'],1,"[101, 102]","['AM2', 'AM2']","[1.0, 1.0]","[101, 102]","['AM2', 'AM2']",2,['AM2'],1.0,['AM2'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],39.340458,37.824173,117.16007,117.16007
1053,1MWL,"['GET', 'HOH']",[],[],"['GET', 'HOH']",['GET'],1,"[45, 46]","['GET', 'GET']","[1.0, 1.0]","[45, 46]","['GET', 'GET']",2,['GET'],1.0,['GET'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],37.166317,31.739346,37.35843,37.35843
1054,4DUZ,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'M2G', 'MA6', 'MG', 'PSU', 'SRY', 'UR3', 'ZN']","['MG', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'SRY']",['SRY'],1,[1601],['SRY'],[0.84688995215311],[1601],['SRY'],1,['SRY'],1.0,['SRY'],1,0.6279423523217037,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],298.304,182.14146,139.98543,298.304
1058,3I55,"['1MA', '2OP', '5AA', 'CD', 'CL', 'DA', 'HOH', 'K', 'MG', 'MYL', 'NA', 'OMG', 'OMU', 'PO2', 'PSU', 'SR', 'UR3']","['MG', 'K', 'NA', 'CL', 'SR', 'CD']","['1MA', '1MA', 'OMU', 'OMG', 'OMU', 'OMG', 'UR3', 'UR3', 'PSU', 'PSU', '5AA', '2OP', '5AA', '2OP', 'PO2', 'DA', 'PO2', 'DA']","['HOH', 'MYL']",['MYL'],1,[2924],['MYL'],[0.6311688311688312],[2924],['MYL'],1,['MYL'],1.0,['MYL'],1,0.6770409621600229,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],155.32085,213.44846,208.50598,213.44846
1066,1VQ8,"['1MA', 'ACA', 'CD', 'CL', 'DA', 'HOH', 'K', 'MG', 'NA', 'OMG', 'OMU', 'PSU', 'SPS', 'SR', 'UR3']","['MG', 'K', 'NA', 'CL', 'SR', 'CD']","['1MA', '1MA', 'OMU', 'OMG', 'OMU', 'OMG', 'UR3', 'UR3', 'PSU', 'PSU', 'DA', 'ACA']","['HOH', 'SPS']",['SPS'],1,[9701],['SPS'],[0.9723618090452262],[9701],['SPS'],1,['SPS'],1.0,['SPS'],1,0.6769354288793814,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],154.3406,213.43584,208.17421,213.43584
1067,4LFA,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'HYG', 'K', 'M2G', 'MA6', 'MG', 'PSU', 'UR3', 'ZN']","['MG', 'K', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'MA6', 'MA6', 'MA6', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'HYG']",['HYG'],1,[1716],['HYG'],[1.0],[1716],['HYG'],1,['HYG'],1.0,['HYG'],1,0.6271255770466897,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],298.18246,182.12473,140.53452,298.18246
1068,6YMK,"['CBV', 'HOH', 'MTA', 'NA', 'SO4']","['SO4', 'NA']","['CBV', 'CBV', 'CBV', 'CBV', 'CBV', 'CBV', 'CBV', 'CBV', 'CBV', 'CBV', 'CBV', 'CBV']","['HOH', 'MTA']",['MTA'],1,"[101, 102]","['MTA', 'MTA']","[1.0, 1.0]","[101, 102]","['MTA', 'MTA']",2,['MTA'],1.0,['MTA'],1,1.0,0,0,0,1,0,0,0,0,1,['BR' 'C' 'H' 'N' 'O' 'P'],['BR'],77.59273,86.95731,41.15337,86.95731
1069,6E8S,"['EKJ', 'HOH', 'K', 'MG', 'NA', 'SPM']","['K', 'MG', 'NA']",[],"['EKJ', 'HOH', 'SPM']",['EKJ'],1,[101],['EKJ'],[1.0],[101],['EKJ'],1,['EKJ'],1.0,"['EKJ', 'SPM']",2,1.0,0,0,0,0,1,0,0,0,1,['C' 'N' 'O' 'P'],[],50.268135,110.55378,49.081398,110.55378
1070,3GX2,"['MG', 'SFG']",['MG'],[],['SFG'],['SFG'],1,[301],['SFG'],[0.9407894736842105],[301],['SFG'],1,['SFG'],1.0,['SFG'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],82.80604,80.176,51.886215,82.80604
1072,3MUR,"['C2E', 'GTP', 'HOH', 'MG']",['MG'],['GTP'],"['C2E', 'HOH']",['C2E'],1,[1],['C2E'],[1.0],[1],['C2E'],1,['C2E'],1.0,['C2E'],1,0.7267311988086373,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],33.500183,39.895954,65.27084,65.27084
1075,4QK9,"['23G', '2BA', 'MG']",['MG'],['23G'],['2BA'],['2BA'],1,"[201, 202]","['2BA', '2BA']","[1.0, 1.0]","[201, 202]","['2BA', '2BA']",2,['2BA'],1.0,['2BA'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],81.79374,96.85731,120.37021,120.37021
1079,3EGZ,"['CTC', 'HOH', 'MG', 'MSE']",['MG'],"['MSE', 'MSE', 'MSE', 'MSE', 'MSE', 'MSE']","['CTC', 'HOH']",['CTC'],1,[601],['CTC'],[1.0],[601],['CTC'],1,['CTC'],1.0,['CTC'],1,0.6625060009601537,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P' 'SE'],['SE'],42.48,74.3555,86.938034,86.938034
1082,5Z1I,"['FSJ', 'HOH']",[],[],"['FSJ', 'HOH']",['FSJ'],1,[301],['FSJ'],[1.0],[301],['FSJ'],1,['FSJ'],1.0,['FSJ'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],21.731363,27.27271,40.517086,40.517086
1084,5Z1H,"['FSJ', 'HOH']",[],[],"['FSJ', 'HOH']",['FSJ'],1,[301],['FSJ'],[1.0],[301],['FSJ'],1,['FSJ'],1.0,['FSJ'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],31.2193,33.421856,42.68785,42.68785
1085,7TDA,"['A23', 'HOH', 'MG', 'MN', 'TPP']","['MG', 'MN']",['A23'],"['HOH', 'TPP']",['TPP'],1,[201],['TPP'],[1.0],[201],['TPP'],1,['TPP'],1.0,['TPP'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],35.377934,39.327675,54.450233,54.450233
1087,4GPX,"['6HS', 'HOH']",[],[],"['6HS', 'HOH']",['6HS'],1,[101],['6HS'],[1.0],[101],['6HS'],1,['6HS'],1.0,['6HS'],1,1.0,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],19.31428,25.3276,45.481907,45.481907
1090,6WRU,['U7Y'],[],[],['U7Y'],['U7Y'],1,[3001],['U7Y'],[1.0],[3001],['U7Y'],1,['U7Y'],1.0,['U7Y'],1,0.7287365611147846,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P'],[],319.09213,348.40997,373.2425,373.2425
1092,3T1Y,"['12A', '70U', 'MG', 'PAR', 'PSU', 'ZN']","['MG', 'ZN']","['70U', '70U', '12A', '12A', 'PSU', 'PSU']",['PAR'],['PAR'],1,[1786],['PAR'],[0.944954128440367],[1786],['PAR'],1,['PAR'],1.0,['PAR'],1,0.6300692574066948,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],297.336,183.53351,140.17735,297.336
1093,6C63,"['EKJ', 'K']",['K'],[],['EKJ'],['EKJ'],1,[101],['EKJ'],[1.0],[101],['EKJ'],1,['EKJ'],1.0,['EKJ'],1,1.0,0,0,0,0,1,0,0,0,1,['C' 'N' 'O' 'P'],[],37.14745,63.748272,52.242893,63.748272
1097,6BFB,"['DKM', 'HOH', 'MG']",['MG'],[],"['DKM', 'HOH']",['DKM'],1,[500],['DKM'],[1.0],[500],['DKM'],1,['DKM'],1.0,['DKM'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],65.43718,76.87756,45.79979,76.87756
1109,4DV6,"['0TD', '2MG', '4OC', '5MC', '7MG', 'HOH', 'M2G', 'MA6', 'MG', 'PSU', 'UR3', 'ZN']","['MG', 'ZN']","['PSU', 'PSU', '7MG', '7MG', 'M2G', '5MC', 'M2G', '5MC', '2MG', '2MG', '5MC', '5MC', '4OC', '4OC', '5MC', '5MC', '5MC', '5MC', 'UR3', 'UR3', 'PSU', 'PSU', 'PSU', '0TD', '0TD']","['HOH', 'MA6']",['MA6'],1,"[1518, 1519]","['MA6', 'MA6']","[1.0, 1.0]","[1518, 1519]","['MA6', 'MA6']",2,['MA6'],1.0,['MA6'],1,0.6279496080190335,1,0,0,0,0,0,0,0,1,['C' 'N' 'O' 'P' 'S'],[],297.87332,183.22813,140.43619,297.87332
1112,6TF1,"['ADP', 'HOH', 'MG', 'NA']","['MG', 'NA']",[],"['ADP', 'HOH']",['ADP'],1,[109],['ADP'],[1.0],[109],['ADP'],1,['ADP'],1.0,['ADP'],1,1.0,0,0,0,1,0,0,0,0,1,['C' 'N' 'O' 'P'],[],37.646595,28.974184,58.81664,58.81664
